node_id,pagerank,community
"Chris Williams, Byron Howard",0.5968216628615252,5034
Tony Gilroy,0.5968216628615252,5034
"Akiva Schaffer, Jorma Taccone",0.5968216628615252,5034
"John Lasseter, Ash Brannon, Lee Unkrich",0.5966431676551278,5181
Jean-Marc Vallée,0.5966431676551278,5181
Gabor Csupo,0.5966431676551278,5181
"Jim Abrahams, David Zucker, Jerry Zucker",0.5966431676551278,5181
"David Bowers, Sam Fell",0.5966431676551278,5181
Jonathan Glazer,0.5966431676551278,5181
Paul Brickman,0.5966431676551278,5181
Josh Gordon,0.5960933903391814,3059
Dan Rush,0.5960933903391814,3059
Andrew Jay Cohen,0.5960933903391814,3059
Angus MacLane,0.5960083868322471,5033
Drew Pearce,0.5960083868322471,5033
Felix van Groeningen,0.5959349889450445,4663
Stephen Surjik,0.595864139983168,2163
Thomas Schlamme,0.595864139983168,2163
Geoffrey Wright,0.5955972817218617,4666
"John Lasseter, Bradford Lewis",0.5955972817218617,4666
"Josh Safdie, Benny Safdie",0.5955972817218617,4666
Shane Carruth,0.5955972817218617,4666
Sharon Maguire,0.5939033734141981,1292
Dean Israelite,0.5938509507293114,3368
"Bibo Bergeron, Vicky Jenson, Rob Letterman",0.5936896125691584,1220
"Nat Faxon, Jim Rash",0.5928430495107218,3368
"Conrad Vernon, Greg Tiernan",0.5919761918329641,1220
Oliver Parker,0.5919761918329641,1220
"Aaron Nee, Adam Nee",0.5919761918329641,1220
Lars Klevberg,0.5919761918329641,1220
Michaël R. Roskam,0.5919761918329641,1220
Kirk Wong,0.5919761918329641,1220
Paul Weitz,0.5917124676267167,3433
"Paul Weitz, Chris Weitz",0.590471999748997,5034
"Michael Thurmeier, Galen T. Chu",0.590471999748997,5034
George Nolfi,0.590471999748997,5034
"Mark Neveldine, Brian Taylor",0.590471999748997,5034
"Cody Cameron, Kris Pearn",0.589622488433435,4948
George Armitage,0.5893967977328496,4705
Bob Rafelson,0.588380394278863,4948
Chris McKay,0.5877469865951036,1696
Hal Ashby,0.5877469865951036,1696
Brian Fee,0.5876448397480314,5034
José Padilha,0.5874617446877627,4666
Michael Dougherty,0.5874617446877627,4666
Andrew Bergman,0.5874617446877627,4666
George Gallo,0.5874617446877627,4666
Richard Fleischer,0.5864103630242062,3589
Jenny Gage,0.5864103630242062,3589
Peter Sohn,0.5864103630242062,3589
Christopher Smith,0.5864103630242062,3589
Derrick Borte,0.5863162755203349,4663
"Chris Sanders, Dean DeBlois",0.5855816395462984,5033
Curtis Hanson,0.5855816395462984,5033
Noam Murro,0.5855816395462984,5033
David Zucker,0.5855816395462984,5033
Johannes Roberts,0.5855816395462984,5033
Jeremy Leven,0.5855816395462984,5033
"Tony Bancroft, Barry Cook",0.5854664405109413,3395
Julie Anne Robinson,0.5854664405109413,3395
Rich Moore,0.5853605516848613,1292
Jee-woon Kim,0.5853605516848613,1292
Florian Henckel von Donnersmarck,0.5844070667875199,1808
Peter Ramsey,0.5834772894726844,2626
Reginald Hudlin,0.5826001257241757,3368
Blair Hayes,0.5817608138099404,2666
Steve Barron,0.5813917957521477,5139
John Lasseter,0.5803794461267279,2163
"Kevin Lima, Chris Buck",0.5803794461267279,2163
Jonathan Demme,0.5803794461267279,2163
Jeremiah S. Chechik,0.5803794461267279,2163
"Annabel Jankel, Rocky Morton",0.5803794461267279,2163
Kinka Usher,0.578981751962204,3433
Michael Gracey,0.578726100325938,2666
Scott Kalvert,0.5742083966604653,3395
Stephen Merchant,0.5637173060184242,1808
"Pierre Coffin, Kyle Balda, Eric Guillon",0.5617409877120926,3212
David Yarovesky,0.5593966677400618,4663
"George P. Cosmatos, Kevin Jarre",0.5527721227932226,3663
Charles Herman-Wurmfeld,0.5455965281964872,3368
"John Lasseter, Andrew Stanton",0.5411742412205762,2163
Christian Gudegast,0.5361408056505133,3433
